dir	file	label
~/fitness/data/complete_data	101_heartrate_1min_20160101_20190121.csv	101
~/fitness/data/complete_data	102_heartrate_1min_20160101_20190121.csv	102
~/fitness/data/complete_data	103_heartrate_1min_20160101_20190121.csv	103
~/fitness/data/complete_data	104_heartrate_1min_20160101_20190121.csv	104
~/fitness/data/complete_data	105_heartrate_1min_20160101_20190121.csv	105
~/fitness/data/complete_data	106_heartrate_1min_20160101_20190121.csv	106
~/fitness/data/complete_data	107_heartrate_1min_20160101_20190121.csv	107
~/fitness/data/complete_data	108_heartrate_1min_20160101_20190121.csv	108
~/fitness/data/complete_data	109_heartrate_1min_20160101_20190121.csv	109
~/fitness/data/complete_data	110_heartrate_1min_20160101_20190121.csv	110
~/fitness/data/complete_data	111_heartrate_1min_20160101_20190121.csv	111
~/fitness/data/complete_data	112_heartrate_1min_20160101_20190121.csv	112
~/fitness/data/complete_data	114_heartrate_1min_20160101_20190121.csv	114
~/fitness/data/complete_data	115_heartrate_1min_20160101_20190121.csv	115
~/fitness/data/complete_data	116_heartrate_1min_20160101_20190121.csv	116
~/fitness/data/complete_data	117_heartrate_1min_20160101_20190121.csv	117
~/fitness/data/complete_data	118_heartrate_1min_20160101_20190121.csv	118
~/fitness/data/complete_data	120_heartrate_1min_20160101_20190121.csv	120
~/fitness/data/complete_data	1311_11_heartrate_1min_20160101_20190121.csv	1311
~/fitness/data/complete_data	1311_22_heartrate_1min_20160101_20190121.csv	1311
~/fitness/data/complete_data	1311_7_heartrate_1min_20160101_20190121.csv	1311
~/fitness/data/complete_data	201_heartrate_1min_20160101_20190121.csv	201
~/fitness/data/complete_data	202_heartrate_1min_20160101_20190121.csv	202
~/fitness/data/complete_data	203_heartrate_1min_20160101_20190121.csv	203
~/fitness/data/complete_data	204_heartrate_1min_20160101_20190121.csv	204
~/fitness/data/complete_data	205_heartrate_1min_20160101_20190121.csv	205
~/fitness/data/complete_data	208_heartrate_1min_20160101_20190121.csv	208
~/fitness/data/complete_data	302_heartrate_1min_20160101_20190121.csv	302
~/fitness/data/complete_data	303_heartrate_1min_20160101_20190121.csv	303
~/fitness/data/complete_data	305_heartrate_1min_20160101_20190121.csv	305
~/fitness/data/complete_data	306_heartrate_1min_20160101_20190121.csv	306
~/fitness/data/complete_data	307_heartrate_1min_20160101_20190121.csv	307
~/fitness/data/complete_data	309_heartrate_1min_20160101_20190121.csv	309
~/fitness/data/complete_data	311_heartrate_1min_20160101_20190121.csv	311
~/fitness/data/complete_data	312_heartrate_1min_20160101_20190121.csv	312
~/fitness/data/complete_data	401_heartrate_1min_20160101_20190121.csv	401
~/fitness/data/complete_data	402_heartrate_1min_20160101_20190121.csv	402
~/fitness/data/complete_data	403_heartrate_1min_20160101_20190121.csv	403
~/fitness/data/complete_data	404_heartrate_1min_20160101_20190121.csv	404
~/fitness/data/complete_data	406_heartrate_1min_20160101_20190121.csv	406
~/fitness/data/complete_data	410_heartrate_1min_20160101_20190121.csv	410
~/fitness/data/complete_data	412_heartrate_1min_20160101_20190121.csv	412
~/fitness/data/complete_data	413_heartrate_1min_20160101_20190121.csv	413
